Event	ID	Name			Wwise Object Path	Notes
	215992295	Player_Health			\Default Work Unit\Player_Health	
	3695342915	Player_WeaponImpact			\Default Work Unit\Player_WeaponImpact	
	3808743129	Player_WeaponSwing			\Default Work Unit\Player_WeaponSwing	

Switch Group	ID	Name			Wwise Object Path	Notes
	3251833556	Player_Weapon_Type			\Default Work Unit\Player_Weapon_Type	
	4064446173	Surface_Type			\Default Work Unit\Surface_Type	

Switch	ID	Name	Switch Group			Notes
	490825222	PickAxe	Player_Weapon_Type			
	703486095	Hammer	Player_Weapon_Type			
	765201635	Axe	Player_Weapon_Type			
	2454616260	Sword	Player_Weapon_Type			
	3732162827	Dagger	Player_Weapon_Type			
	286660663	Rubble	Surface_Type			
	389757836	Agent	Surface_Type			
	442447909	Barrel	Surface_Type			
	582824249	Leaves	Surface_Type			
	803837735	Sand	Surface_Type			
	1216965916	Stone	Surface_Type			
	1647104456	Enemy_EvilCrawler	Surface_Type			
	2058049674	Wood	Surface_Type			
	2195636714	Dirt	Surface_Type			
	2473969246	Metal	Surface_Type			
	2654748154	Water	Surface_Type			
	3065846598	Enemy_EvilHead	Surface_Type			
	3098439042	Crate	Surface_Type			
	3276966729	Enemy_EvilSpitPlant	Surface_Type			
	3444057113	Crystal	Surface_Type			
	4248645337	Grass	Surface_Type			

State Group	ID	Name			Wwise Object Path	Notes
	2333396925	Combo			\Default Work Unit\Combo	

State	ID	Name	State Group			Notes
	748895195	None	Combo			
	1736510753	RightSwing	Combo			
	2398785008	LeftSwing	Combo			
	2416766296	TopSwing	Combo			

Game Parameter	ID	Name			Wwise Object Path	Notes
	215992295	Player_Health			\Default Work Unit\Player_Health	

Source plug-ins	ID	Name	Type		Wwise Object Path	Notes
	270885726	Wwise Silence	Wwise Silence		\Actor-Mixer Hierarchy\Default Work Unit\Diegetic Sounds\Player\Health\Heartbeat\Heartbeat_Silence\Wwise Silence	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	213662960	BAS_Evil_Head_Hurt_03	D:\Documents\GitHub\WwiseProject\Wwise Audio Design\.cache\Windows\SFX\Impacts\BAS_Evil_Head_Hurt_03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Diegetic Sounds\Player\Attack\Weapon_Impact_Type\Impact_Axe\Impact_Axe_EvilHead\BAS_Evil_Head_Hurt_03		120768
	230943308	BAS_imp_sword_stone_2	D:\Documents\GitHub\WwiseProject\Wwise Audio Design\.cache\Windows\SFX\Impacts\BAS_imp_sword_stone_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Diegetic Sounds\Player\Attack\Weapon_Impact_Type\Impact_Sword\Impact_Sword_Stone\BAS_imp_sword_stone_2		115320
	262461567	BAS_Impact_Hammer_SurfaceType_Barrel	D:\Documents\GitHub\WwiseProject\Wwise Audio Design\.cache\Windows\SFX\Impacts\BAS_Impact_Hammer_SurfaceType_Barrel_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Diegetic Sounds\Player\Attack\Weapon_Impact_Type\Impact_Hammer\Impact_Hammer_Barrel\BAS_Impact_Hammer_SurfaceType_Barrel		100650
	304267095	Heartbeat_Dub	D:\Documents\GitHub\WwiseProject\Wwise Audio Design\.cache\Windows\SFX\Heartbeat_Dub_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Diegetic Sounds\Player\Health\Heartbeat\Heartbeat_Dub\Heartbeat_Dub		29544
	330119615	Heartbeat_Lub	D:\Documents\GitHub\WwiseProject\Wwise Audio Design\.cache\Windows\SFX\Heartbeat_Lub_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Diegetic Sounds\Player\Health\Heartbeat\Heartbeat_Lub\Heartbeat_Lub		29544
	363679072	BAS_Evil_Head_Hurt_02	D:\Documents\GitHub\WwiseProject\Wwise Audio Design\.cache\Windows\SFX\Impacts\BAS_Evil_Head_Hurt_02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Diegetic Sounds\Player\Attack\Weapon_Impact_Type\Impact_Axe\Impact_Axe_EvilHead\BAS_Evil_Head_Hurt_02		101250
	385406660	Adventuress_Attack_Top (5)	D:\Documents\GitHub\WwiseProject\Wwise Audio Design\.cache\Windows\SFX\Adventuress_Attack_Top (5)_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Diegetic Sounds\Player\Attack\Adventuress_Attack\Adventuress_Attack_Top\Adventuress_Attack_Top (5)		147064
	393564048	Adventuress_Attack_Top (8)	D:\Documents\GitHub\WwiseProject\Wwise Audio Design\.cache\Windows\SFX\Adventuress_Attack_Top (8)_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Diegetic Sounds\Player\Attack\Adventuress_Attack\Adventuress_Attack_Top\Adventuress_Attack_Top (8)		159064
	402352389	Weapon_Swing_Hammer	D:\Documents\GitHub\WwiseProject\Wwise Audio Design\.cache\Windows\SFX\Weapon_Swing_Hammer_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Diegetic Sounds\Player\Attack\Weapon_Swing\Weapon_Swing_Hammer		168484
	404119806	Adventuress_Attack_LeftRight (4)	D:\Documents\GitHub\WwiseProject\Wwise Audio Design\.cache\Windows\SFX\Adventuress_Attack_LeftRight (4)_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Diegetic Sounds\Player\Attack\Adventuress_Attack\Adventuress_Attack_LeftRight\Adventuress_Attack_LeftRight (4)		132064
	439098931	Heartbeat_Lub2	D:\Documents\GitHub\WwiseProject\Wwise Audio Design\.cache\Windows\SFX\Heartbeat_Lub2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Diegetic Sounds\Player\Health\Heartbeat\Heartbeat_Lub\Heartbeat_Lub2		29544
	446911735	BAS_Evil_Crawler_Hurt_03	D:\Documents\GitHub\WwiseProject\Wwise Audio Design\.cache\Windows\SFX\Impacts\BAS_Evil_Crawler_Hurt_03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Diegetic Sounds\Player\Attack\Weapon_Impact_Type\Impact_Axe\Impact_Axe_EvilCrawler\BAS_Evil_Crawler_Hurt_03		93096
	447540818	BAS_Impact_Axe_SurfaceType_Crate	D:\Documents\GitHub\WwiseProject\Wwise Audio Design\.cache\Windows\SFX\Impacts\BAS_Impact_Axe_SurfaceType_Crate_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Diegetic Sounds\Player\Attack\Weapon_Impact_Type\Impact_Axe\Impact_Axe_Crate\BAS_Impact_Axe_SurfaceType_Crate		52398
	474578017	BAS_Impact_Dagger_SurfaceType_Crate	D:\Documents\GitHub\WwiseProject\Wwise Audio Design\.cache\Windows\SFX\Impacts\BAS_Impact_Dagger_SurfaceType_Crate_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Diegetic Sounds\Player\Attack\Weapon_Impact_Type\Impact_Dagger\Impact_Dagger_Crate\BAS_Impact_Dagger_SurfaceType_Crate		54144
	475871243	BAS_imp_dagger_leaves	D:\Documents\GitHub\WwiseProject\Wwise Audio Design\.cache\Windows\SFX\Impacts\BAS_imp_dagger_leaves_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Diegetic Sounds\Player\Attack\Weapon_Impact_Type\Impact_Dagger\Impact_Dagger_Leaves\BAS_imp_dagger_leaves		34472
	479795687	BAS_imp_sword_grass	D:\Documents\GitHub\WwiseProject\Wwise Audio Design\.cache\Windows\SFX\Impacts\BAS_imp_sword_grass_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Diegetic Sounds\Player\Attack\Weapon_Impact_Type\Impact_Sword\Impact_Sword_Grass\BAS_imp_sword_grass		72140
	485069005	Weapon_Swing_Dagger	D:\Documents\GitHub\WwiseProject\Wwise Audio Design\.cache\Windows\SFX\Weapon_Swing_Dagger_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Diegetic Sounds\Player\Attack\Weapon_Swing\Weapon_Swing_Dagger		37808
	498723385	BAS_Impact_Sword_SurfaceType_Crate	D:\Documents\GitHub\WwiseProject\Wwise Audio Design\.cache\Windows\SFX\Impacts\BAS_Impact_Sword_SurfaceType_Crate_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Diegetic Sounds\Player\Attack\Weapon_Impact_Type\Impact_Sword\Impact_Sword_Crate\BAS_Impact_Sword_SurfaceType_Crate		61798
	507527763	Weapon_Swing_Axe	D:\Documents\GitHub\WwiseProject\Wwise Audio Design\.cache\Windows\SFX\Weapon_Swing_Axe_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Diegetic Sounds\Player\Attack\Weapon_Swing\Weapon_Swing_Axe		27360
	560545064	BAS_Impact_Dagger_SurfaceType_Barrel	D:\Documents\GitHub\WwiseProject\Wwise Audio Design\.cache\Windows\SFX\Impacts\BAS_Impact_Dagger_SurfaceType_Barrel_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Diegetic Sounds\Player\Attack\Weapon_Impact_Type\Impact_Dagger\Impact_Dagger_Barrel\BAS_Impact_Dagger_SurfaceType_Barrel		73384
	598449391	BAS_imp_axe_stone_2	D:\Documents\GitHub\WwiseProject\Wwise Audio Design\.cache\Windows\SFX\Impacts\BAS_imp_axe_stone_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Diegetic Sounds\Player\Attack\Weapon_Impact_Type\Impact_Axe\Impact_Axe_Stone\BAS_imp_axe_stone_2		62410
	603529913	BAS_Evil_SpitPlant_HurtImpact_02	D:\Documents\GitHub\WwiseProject\Wwise Audio Design\.cache\Windows\SFX\Impacts\BAS_Evil_SpitPlant_HurtImpact_02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Diegetic Sounds\Player\Attack\Weapon_Impact_Type\Impact_Axe\Impact_Axe_EvilSpitPlant\BAS_Evil_SpitPlant_HurtImpact_02		90928
	656774176	Adventuress_Attack_LeftRight (1)	D:\Documents\GitHub\WwiseProject\Wwise Audio Design\.cache\Windows\SFX\Adventuress_Attack_LeftRight (1)_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Diegetic Sounds\Player\Attack\Adventuress_Attack\Adventuress_Attack_LeftRight\Adventuress_Attack_LeftRight (1)		127564
	661387863	BAS_imp_dagger_grass_2	D:\Documents\GitHub\WwiseProject\Wwise Audio Design\.cache\Windows\SFX\Impacts\BAS_imp_dagger_grass_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Diegetic Sounds\Player\Attack\Weapon_Impact_Type\Impact_Dagger\Impact_Dagger_Grass\BAS_imp_dagger_grass_2		56008
	663358695	Adventuress_Attack_Top (2)	D:\Documents\GitHub\WwiseProject\Wwise Audio Design\.cache\Windows\SFX\Adventuress_Attack_Top (2)_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Diegetic Sounds\Player\Attack\Adventuress_Attack\Adventuress_Attack_Top\Adventuress_Attack_Top (2)		162064
	686336462	Adventuress_Attack_Top (4)	D:\Documents\GitHub\WwiseProject\Wwise Audio Design\.cache\Windows\SFX\Adventuress_Attack_Top (4)_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Diegetic Sounds\Player\Attack\Adventuress_Attack\Adventuress_Attack_Top\Adventuress_Attack_Top (4)		159064
	710269664	BAS_Evil_Crawler_Hurt_Vox_01	D:\Documents\GitHub\WwiseProject\Wwise Audio Design\.cache\Windows\SFX\Impacts\BAS_Evil_Crawler_Hurt_Vox_01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Diegetic Sounds\Player\Attack\Weapon_Impact_Type\Impact_Axe\Impact_Axe_EvilCrawler\BAS_Evil_Crawler_Hurt_Vox_01		54576
	728951151	BAS_Evil_SpitPlant_Hurt_06	D:\Documents\GitHub\WwiseProject\Wwise Audio Design\.cache\Windows\SFX\Impacts\BAS_Evil_SpitPlant_Hurt_06_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Diegetic Sounds\Player\Attack\Weapon_Impact_Type\Impact_Axe\Impact_Axe_EvilSpitPlant\BAS_Evil_SpitPlant_Hurt_06		104380
	735653759	BAS_Evil_Crawler_Hurt_Vox_02	D:\Documents\GitHub\WwiseProject\Wwise Audio Design\.cache\Windows\SFX\Impacts\BAS_Evil_Crawler_Hurt_Vox_02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Diegetic Sounds\Player\Attack\Weapon_Impact_Type\Impact_Axe\Impact_Axe_EvilCrawler\BAS_Evil_Crawler_Hurt_Vox_02		71376
	736197148	BAS_Evil_SpitPlant_Hurt_03	D:\Documents\GitHub\WwiseProject\Wwise Audio Design\.cache\Windows\SFX\Impacts\BAS_Evil_SpitPlant_Hurt_03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Diegetic Sounds\Player\Attack\Weapon_Impact_Type\Impact_Axe\Impact_Axe_EvilSpitPlant\BAS_Evil_SpitPlant_Hurt_03		61994
	770459636	BAS_imp_dagger_wood	D:\Documents\GitHub\WwiseProject\Wwise Audio Design\.cache\Windows\SFX\Impacts\BAS_imp_dagger_wood_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Diegetic Sounds\Player\Attack\Weapon_Impact_Type\Impact_Dagger\Impact_Dagger_Wood\BAS_imp_dagger_wood		42202
	774941495	BAS_imp_axe_leaves_2	D:\Documents\GitHub\WwiseProject\Wwise Audio Design\.cache\Windows\SFX\Impacts\BAS_imp_axe_leaves_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Diegetic Sounds\Player\Attack\Weapon_Impact_Type\Impact_Axe\Impact_Axe_Leaves\BAS_imp_axe_leaves_2		44088
	784666922	BAS_imp_sword_leaves	D:\Documents\GitHub\WwiseProject\Wwise Audio Design\.cache\Windows\SFX\Impacts\BAS_imp_sword_leaves_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Diegetic Sounds\Player\Attack\Weapon_Impact_Type\Impact_Sword\Impact_Sword_Leaves\BAS_imp_sword_leaves		127040
	790708607	BAS_Impact_PickAxe_SurfaceType_Crate	D:\Documents\GitHub\WwiseProject\Wwise Audio Design\.cache\Windows\SFX\Impacts\BAS_Impact_PickAxe_SurfaceType_Crate_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Diegetic Sounds\Player\Attack\Weapon_Impact_Type\Impact_PickAxe\Impact_PickAxe_Crate\BAS_Impact_PickAxe_SurfaceType_Crate		34914
	831459084	Weapon_Swing_Pickaxe	D:\Documents\GitHub\WwiseProject\Wwise Audio Design\.cache\Windows\SFX\Weapon_Swing_Pickaxe_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Diegetic Sounds\Player\Attack\Weapon_Swing\Weapon_Swing_Pickaxe		107888
	833775095	Heartbeat_Dub2	D:\Documents\GitHub\WwiseProject\Wwise Audio Design\.cache\Windows\SFX\Heartbeat_Dub2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Diegetic Sounds\Player\Health\Heartbeat\Heartbeat_Dub\Heartbeat_Dub2		29544
	841189130	BAS_Impact_Sword_SurfaceType_Barrel	D:\Documents\GitHub\WwiseProject\Wwise Audio Design\.cache\Windows\SFX\Impacts\BAS_Impact_Sword_SurfaceType_Barrel_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Diegetic Sounds\Player\Attack\Weapon_Impact_Type\Impact_Sword\Impact_Sword_Barrel\BAS_Impact_Sword_SurfaceType_Barrel		91692
	851303197	BAS_imp_axe_dirt	D:\Documents\GitHub\WwiseProject\Wwise Audio Design\.cache\Windows\SFX\Impacts\BAS_imp_axe_dirt_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Diegetic Sounds\Player\Attack\Weapon_Impact_Type\Impact_Axe\Impact_Axe_Dirt\BAS_imp_axe_dirt		35402
	859066906	BAS_imp_axe_grass	D:\Documents\GitHub\WwiseProject\Wwise Audio Design\.cache\Windows\SFX\Impacts\BAS_imp_axe_grass_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Diegetic Sounds\Player\Attack\Weapon_Impact_Type\Impact_Axe\Impact_Axe_Grass\BAS_imp_axe_grass		116800
	861689086	BAS_imp_sword_dirt	D:\Documents\GitHub\WwiseProject\Wwise Audio Design\.cache\Windows\SFX\Impacts\BAS_imp_sword_dirt_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Diegetic Sounds\Player\Attack\Weapon_Impact_Type\Impact_Sword\Impact_Sword_Dirt\BAS_imp_sword_dirt		56902
	883195245	BAS_Evil_Crawler_Hurt_02	D:\Documents\GitHub\WwiseProject\Wwise Audio Design\.cache\Windows\SFX\Impacts\BAS_Evil_Crawler_Hurt_02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Diegetic Sounds\Player\Attack\Weapon_Impact_Type\Impact_Axe\Impact_Axe_EvilCrawler\BAS_Evil_Crawler_Hurt_02		101490
	889736363	Adventuress_Attack_LeftRight (2)	D:\Documents\GitHub\WwiseProject\Wwise Audio Design\.cache\Windows\SFX\Adventuress_Attack_LeftRight (2)_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Diegetic Sounds\Player\Attack\Adventuress_Attack\Adventuress_Attack_LeftRight\Adventuress_Attack_LeftRight (2)		126064
	899219881	BAS_Evil_SpitPlant_Hurt_01	D:\Documents\GitHub\WwiseProject\Wwise Audio Design\.cache\Windows\SFX\Impacts\BAS_Evil_SpitPlant_Hurt_01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Diegetic Sounds\Player\Attack\Weapon_Impact_Type\Impact_Axe\Impact_Axe_EvilSpitPlant\BAS_Evil_SpitPlant_Hurt_01		35032
	910531025	BAS_Evil_Crawler_Hurt_Vox_03	D:\Documents\GitHub\WwiseProject\Wwise Audio Design\.cache\Windows\SFX\Impacts\BAS_Evil_Crawler_Hurt_Vox_03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Diegetic Sounds\Player\Attack\Weapon_Impact_Type\Impact_Axe\Impact_Axe_EvilCrawler\BAS_Evil_Crawler_Hurt_Vox_03		77832
	934732613	Adventuress_Attack_Top (6)	D:\Documents\GitHub\WwiseProject\Wwise Audio Design\.cache\Windows\SFX\Adventuress_Attack_Top (6)_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Diegetic Sounds\Player\Attack\Adventuress_Attack\Adventuress_Attack_Top\Adventuress_Attack_Top (6)		186064
	946962745	BAS_Evil_Head_Hurt_01	D:\Documents\GitHub\WwiseProject\Wwise Audio Design\.cache\Windows\SFX\Impacts\BAS_Evil_Head_Hurt_01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Diegetic Sounds\Player\Attack\Weapon_Impact_Type\Impact_Axe\Impact_Axe_EvilHead\BAS_Evil_Head_Hurt_01		124760
	951136277	Adventuress_Attack_Top (1)	D:\Documents\GitHub\WwiseProject\Wwise Audio Design\.cache\Windows\SFX\Adventuress_Attack_Top (1)_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Diegetic Sounds\Player\Attack\Adventuress_Attack\Adventuress_Attack_Top\Adventuress_Attack_Top (1)		192064
	955369326	BAS_Impact_PickAxe_SurfaceType_Barrel	D:\Documents\GitHub\WwiseProject\Wwise Audio Design\.cache\Windows\SFX\Impacts\BAS_Impact_PickAxe_SurfaceType_Barrel_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Diegetic Sounds\Player\Attack\Weapon_Impact_Type\Impact_PickAxe\Impact_PickAxe_Barrel\BAS_Impact_PickAxe_SurfaceType_Barrel		38898
	997419442	BAS_Evil_SpitPlant_HurtImpact_03	D:\Documents\GitHub\WwiseProject\Wwise Audio Design\.cache\Windows\SFX\Impacts\BAS_Evil_SpitPlant_HurtImpact_03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Diegetic Sounds\Player\Attack\Weapon_Impact_Type\Impact_Axe\Impact_Axe_EvilSpitPlant\BAS_Evil_SpitPlant_HurtImpact_03		71672
	1015372167	BAS_Evil_SpitPlant_Hurt_04	D:\Documents\GitHub\WwiseProject\Wwise Audio Design\.cache\Windows\SFX\Impacts\BAS_Evil_SpitPlant_Hurt_04_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Diegetic Sounds\Player\Attack\Weapon_Impact_Type\Impact_Axe\Impact_Axe_EvilSpitPlant\BAS_Evil_SpitPlant_Hurt_04		89682
	1039119910	BAS_Impact_Hammer_SurfaceType_Crate	D:\Documents\GitHub\WwiseProject\Wwise Audio Design\.cache\Windows\SFX\Impacts\BAS_Impact_Hammer_SurfaceType_Crate_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Diegetic Sounds\Player\Attack\Weapon_Impact_Type\Impact_Hammer\Impact_Hammer_Crate\BAS_Impact_Hammer_SurfaceType_Crate		46976
	1039473766	BAS_Evil_SpitPlant_HurtImpact_01	D:\Documents\GitHub\WwiseProject\Wwise Audio Design\.cache\Windows\SFX\Impacts\BAS_Evil_SpitPlant_HurtImpact_01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Diegetic Sounds\Player\Attack\Weapon_Impact_Type\Impact_Axe\Impact_Axe_EvilSpitPlant\BAS_Evil_SpitPlant_HurtImpact_01		85422
	1055109873	BAS_Impact_Axe_SurfaceType_Barrel	D:\Documents\GitHub\WwiseProject\Wwise Audio Design\.cache\Windows\SFX\Impacts\BAS_Impact_Axe_SurfaceType_Barrel_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Diegetic Sounds\Player\Attack\Weapon_Impact_Type\Impact_Axe\Impact_Axe_Barrel\BAS_Impact_Axe_SurfaceType_Barrel		107610
	1060137365	BAS_imp_sword_wood_2	D:\Documents\GitHub\WwiseProject\Wwise Audio Design\.cache\Windows\SFX\Impacts\BAS_imp_sword_wood_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Diegetic Sounds\Player\Attack\Weapon_Impact_Type\Impact_Sword\Impact_Sword_Wood\BAS_imp_sword_wood_2		71868

